ENTREZ_GENE_ID	Name	Species
25924	myosin VIIA and Rab interacting protein(MYRIP)	Homo sapiens
9541	corepressor interacting with RBPJ, 1(CIR1)	Homo sapiens
25925	zinc finger protein 521(ZNF521)	Homo sapiens
1350	cytochrome c oxidase subunit 7C(COX7C)	Homo sapiens
25927	cannabinoid receptor interacting protein 1(CNRIP1)	Homo sapiens
1351	cytochrome c oxidase subunit 8A(COX8A)	Homo sapiens
9545	RAB3D, member RAS oncogene family(RAB3D)	Homo sapiens
91464	intestine specific homeobox(ISX)	Homo sapiens
9550	ATPase H+ transporting V1 subunit G1(ATP6V1G1)	Homo sapiens
9552	sperm associated antigen 7(SPAG7)	Homo sapiens
222546	regulatory factor X6(RFX6)	Homo sapiens
25937	WW domain containing transcription regulator 1(WWTR1)	Homo sapiens
9554	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)(SEC22B)	Homo sapiens
9555	H2A histone family member Y(H2AFY)	Homo sapiens
25940	family with sequence similarity 98 member A(FAM98A)	Homo sapiens
1364	claudin 4(CLDN4)	Homo sapiens
140628	GATA binding protein 5(GATA5)	Homo sapiens
25945	nectin cell adhesion molecule 3(NECTIN3)	Homo sapiens
9562	multiple inositol-polyphosphate phosphatase 1(MINPP1)	Homo sapiens
9564	BCAR1, Cas family scaffolding protein(BCAR1)	Homo sapiens
1375	carnitine palmitoyltransferase 1B(CPT1B)	Homo sapiens
9569	GTF2I repeat domain containing 1(GTF2IRD1)	Homo sapiens
9570	golgi SNAP receptor complex member 2(GOSR2)	Homo sapiens
1379	complement C3b/C4b receptor 1 like(CR1L)	Homo sapiens
1381	cellular retinoic acid binding protein 1(CRABP1)	Homo sapiens
1382	cellular retinoic acid binding protein 2(CRABP2)	Homo sapiens
9575	clock circadian regulator(CLOCK)	Homo sapiens
25959	KN motif and ankyrin repeat domains 2(KANK2)	Homo sapiens
1385	cAMP responsive element binding protein 1(CREB1)	Homo sapiens
1386	activating transcription factor 2(ATF2)	Homo sapiens
9580	SRY-box 13(SOX13)	Homo sapiens
1388	activating transcription factor 6 beta(ATF6B)	Homo sapiens
1389	cAMP responsive element binding protein like 2(CREBL2)	Homo sapiens
9584	RNA binding motif protein 39(RBM39)	Homo sapiens
1392	corticotropin releasing hormone(CRH)	Homo sapiens
9586	cAMP responsive element binding protein 5(CREB5)	Homo sapiens
9587	MAD2L1 binding protein(MAD2L1BP)	Homo sapiens
25972	unc-50 inner nuclear membrane RNA binding protein(UNC50)	Homo sapiens
9589	Wilms tumor 1 associated protein(WTAP)	Homo sapiens
1398	CRK proto-oncogene, adaptor protein(CRK)	Homo sapiens
25975	EGF like domain multiple 6(EGFL6)	Homo sapiens
9592	immediate early response 2(IER2)	Homo sapiens
1400	collapsin response mediator protein 1(CRMP1)	Homo sapiens
25977	NECAP endocytosis associated 1(NECAP1)	Homo sapiens
116092	deoxynucleotidyltransferase terminal interacting protein 1(DNTTIP1)	Homo sapiens
1406	cone-rod homeobox(CRX)	Homo sapiens
1408	cryptochrome circadian clock 2(CRY2)	Homo sapiens
1409	crystallin alpha A(CRYAA)	Homo sapiens
1410	crystallin alpha B(CRYAB)	Homo sapiens
91522	collagen type XXIII alpha 1 chain(COL23A1)	Homo sapiens
1411	crystallin beta A1(CRYBA1)	Homo sapiens
9604	ring finger protein 14(RNF14)	Homo sapiens
148870	coiled-coil domain containing 27(CCDC27)	Homo sapiens
1412	crystallin beta A2(CRYBA2)	Homo sapiens
9605	VPS9 domain containing 1(VPS9D1)	Homo sapiens
1414	crystallin beta B1(CRYBB1)	Homo sapiens
1415	crystallin beta B2(CRYBB2)	Homo sapiens
9609	RAB36, member RAS oncogene family(RAB36)	Homo sapiens
140683	BPI fold containing family A member 2(BPIFA2)	Homo sapiens
1417	crystallin beta B3(CRYBB3)	Homo sapiens
9610	Ras and Rab interactor 1(RIN1)	Homo sapiens
1420	crystallin gamma C(CRYGC)	Homo sapiens
255374	metallo-beta-lactamase domain containing 1(MBLAC1)	Homo sapiens
25999	CAP-Gly domain containing linker protein 3(CLIP3)	Homo sapiens
9616	ring finger protein 7(RNF7)	Homo sapiens
140691	tripartite motif containing 69(TRIM69)	Homo sapiens
9618	TNF receptor associated factor 4(TRAF4)	Homo sapiens
116115	zinc finger protein 526(ZNF526)	Homo sapiens
26002	monooxygenase DBH like 1(MOXD1)	Homo sapiens
26003	golgi reassembly stacking protein 2(GORASP2)	Homo sapiens
9623	T-cell leukemia/lymphoma 1B(TCL1B)	Homo sapiens
91544	UBX domain protein 11(UBXN11)	Homo sapiens
26009	zinc finger ZZ-type containing 3(ZZZ3)	Homo sapiens
1434	chromosome segregation 1 like(CSE1L)	Homo sapiens
1435	colony stimulating factor 1(CSF1)	Homo sapiens
26012	NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF)	Homo sapiens
140706	CCM2 like scaffolding protein(CCM2L)	Homo sapiens
148898	ZNF436 antisense RNA 1(ZNF436-AS1)	Homo sapiens
1443	chorionic somatomammotropin hormone 2(CSH2)	Homo sapiens
9636	ISG15 ubiquitin-like modifier(ISG15)	Homo sapiens
140710	suppressor of glucose, autophagy associated 1(SOGA1)	Homo sapiens
26020	LDL receptor related protein 10(LRP10)	Homo sapiens
9637	fasciculation and elongation protein zeta 2(FEZ2)	Homo sapiens
1445	c-src tyrosine kinase(CSK)	Homo sapiens
26022	transmembrane protein 98(TMEM98)	Homo sapiens
9639	Rho guanine nucleotide exchange factor 10(ARHGEF10)	Homo sapiens
1447	casein beta(CSN2)	Homo sapiens
26024	pentatricopeptide repeat domain 1(PTCD1)	Homo sapiens
1448	casein kappa(CSN3)	Homo sapiens
9643	mortality factor 4 like 2(MORF4L2)	Homo sapiens
1453	casein kinase 1 delta(CSNK1D)	Homo sapiens
1454	casein kinase 1 epsilon(CSNK1E)	Homo sapiens
9647	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)	Homo sapiens
26031	oxysterol binding protein like 3(OSBPL3)	Homo sapiens
1455	casein kinase 1 gamma 2(CSNK1G2)	Homo sapiens
222643	unc-5 family C-terminal like(UNC5CL)	Homo sapiens
1456	casein kinase 1 gamma 3(CSNK1G3)	Homo sapiens
9649	Ral GEF with PH domain and SH3 binding motif 1(RALGPS1)	Homo sapiens
222642	translocator protein 2(TSPO2)	Homo sapiens
1457	casein kinase 2 alpha 1(CSNK2A1)	Homo sapiens
26034	interaction protein for cytohesin exchange factors 1(IPCEF1)	Homo sapiens
1459	casein kinase 2 alpha 2(CSNK2A2)	Homo sapiens
26036	zinc finger protein 451(ZNF451)	Homo sapiens
1460	casein kinase 2 beta(CSNK2B)	Homo sapiens
26039	SS18L1, nBAF chromatin remodeling complex subunit(SS18L1)	Homo sapiens
26040	SET binding protein 1(SETBP1)	Homo sapiens
9657	IQ motif containing B1(IQCB1)	Homo sapiens
1466	cysteine and glycine rich protein 2(CSRP2)	Homo sapiens
9659	phosphodiesterase 4D interacting protein(PDE4DIP)	Homo sapiens
50619	DEF6, guanine nucleotide exchange factor(DEF6)	Homo sapiens
26043	UBX domain protein 7(UBXN7)	Homo sapiens
1468	solute carrier family 25 member 10(SLC25A10)	Homo sapiens
140735	dynein light chain LC8-type 2(DYNLL2)	Homo sapiens
1469	cystatin SN(CST1)	Homo sapiens
1470	cystatin SA(CST2)	Homo sapiens
91582	ribosomal protein S19 binding protein 1(RPS19BP1)	Homo sapiens
222659	peroxisomal, testis specific 1(PXT1)	Homo sapiens
1472	cystatin S(CST4)	Homo sapiens
9665	KIAA0430(KIAA0430)	Homo sapiens
140739	ubiquitin conjugating enzyme E2 F (putative)(UBE2F)	Homo sapiens
9666	DAZ interacting zinc finger protein 3(DZIP3)	Homo sapiens
50626	cysteine and histidine rich 1(CYHR1)	Homo sapiens
9668	zinc finger protein 432(ZNF432)	Homo sapiens
50628	gem nuclear organelle associated protein 4(GEMIN4)	Homo sapiens
222662	lipoma HMGIC fusion partner-like 5(LHFPL5)	Homo sapiens
26053	autism susceptibility candidate 2(AUTS2)	Homo sapiens
9670	importin 13(IPO13)	Homo sapiens
148932	MOB kinase activator 3C(MOB3C)	Homo sapiens
1478	cleavage stimulation factor subunit 2(CSTF2)	Homo sapiens
9672	syndecan 3(SDC3)	Homo sapiens
9674	KIAA0040(KIAA0040)	Homo sapiens
1482	NK2 homeobox 5(NKX2-5)	Homo sapiens
116173	CKLF like MARVEL transmembrane domain containing 5(CMTM5)	Homo sapiens
26060	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1(APPL1)	Homo sapiens
26061	2-hydroxyacyl-CoA lyase 1(HACL1)	Homo sapiens
1485	cancer/testis antigen 1B(CTAG1B)	Homo sapiens
165324	UBX domain protein 2A(UBXN2A)	Homo sapiens
9679	family with sequence similarity 53 member B(FAM53B)	Homo sapiens
26063	2,4-dienoyl-CoA reductase 2, peroxisomal(DECR2)	Homo sapiens
345557	phosphatidylinositol specific phospholipase C X domain containing 3(PLCXD3)	Homo sapiens
1488	C-terminal binding protein 2(CTBP2)	Homo sapiens
9681	DEP domain containing 5(DEPDC5)	Homo sapiens
1489	cardiotrophin 1(CTF1)	Homo sapiens
116179	transglutaminase 7(TGM7)	Homo sapiens
9683	NEDD4 binding protein 1(N4BP1)	Homo sapiens
1491	cystathionine gamma-lyase(CTH)	Homo sapiens
9686	vestigial like family member 4(VGLL4)	Homo sapiens
26071	family with sequence similarity 127 member B(FAM127B)	Homo sapiens
83417	Fc receptor like 4(FCRL4)	Homo sapiens
9688	nucleoporin 93(NUP93)	Homo sapiens
83416	Fc receptor like 5(FCRL5)	Homo sapiens
91608	RAS like family 10 member B(RASL10B)	Homo sapiens
50649	Rho guanine nucleotide exchange factor 4(ARHGEF4)	Homo sapiens
26073	DNA polymerase delta interacting protein 2(POLDIP2)	Homo sapiens
50650	Rho guanine nucleotide exchange factor 3(ARHGEF3)	Homo sapiens
1500	catenin delta 1(CTNND1)	Homo sapiens
9693	Rap guanine nucleotide exchange factor 2(RAPGEF2)	Homo sapiens
9694	ER membrane protein complex subunit 2(EMC2)	Homo sapiens
1503	CTP synthase 1(CTPS1)	Homo sapiens
1506	chymotrypsin like(CTRL)	Homo sapiens
140775	Smith-Magenis syndrome chromosome region, candidate 8(SMCR8)	Homo sapiens
9702	centrosomal protein 57(CEP57)	Homo sapiens
1511	cathepsin G(CTSG)	Homo sapiens
26088	golgi associated, gamma adaptin ear containing, ARF binding protein 1(GGA1)	Homo sapiens
91624	nexilin F-actin binding protein(NEXN)	Homo sapiens
222696	zinc finger and SCAN domain containing 23(ZSCAN23)	Homo sapiens
9711	RUN and cysteine rich domain containing beclin 1 interacting protein(RUBCN)	Homo sapiens
148979	GLIS family zinc finger 1(GLIS1)	Homo sapiens
26097	chromatin target of PRMT1(CHTOP)	Homo sapiens
50674	neurogenin 3(NEUROG3)	Homo sapiens
1522	cathepsin Z(CTSZ)	Homo sapiens
26100	WD repeat domain, phosphoinositide interacting 2(WIPI2)	Homo sapiens
83444	INO80 complex subunit B(INO80B)	Homo sapiens
9717	SEC14 like lipid binding 5(SEC14L5)	Homo sapiens
124404	septin 12(SEPT12)	Homo sapiens
83447	solute carrier family 25 member 31(SLC25A31)	Homo sapiens
83446	coiled-coil domain containing 70(CCDC70)	Homo sapiens
1527	testis expressed 28(TEX28)	Homo sapiens
83448	pseudouridylate synthase 7 like(PUS7L)	Homo sapiens
9721	G protein regulated inducer of neurite outgrowth 2(GPRIN2)	Homo sapiens
83451	abhydrolase domain containing 11(ABHD11)	Homo sapiens
124411	zinc finger protein 720(ZNF720)	Homo sapiens
9724	UTP14, small subunit processome component homolog C (S. cerevisiae)(UTP14C)	Homo sapiens
83452	RAB33B, member RAS oncogene family(RAB33B)	Homo sapiens
9726	zinc finger protein 646(ZNF646)	Homo sapiens
91647	ATP synthase mitochondrial F1 complex assembly factor 2(ATPAF2)	Homo sapiens
1534	cytochrome b561(CYB561)	Homo sapiens
1535	cytochrome b-245 alpha chain(CYBA)	Homo sapiens
116225	zinc finger MYND-type containing 19(ZMYND19)	Homo sapiens
9729	KIAA0408(KIAA0408)	Homo sapiens
83461	cell division cycle associated 3(CDCA3)	Homo sapiens
91653	BOC cell adhesion associated, oncogene regulated(BOC)	Homo sapiens
140807	keratin 72(KRT72)	Homo sapiens
83463	MAX dimerization protein 3(MXD3)	Homo sapiens
26119	low density lipoprotein receptor adaptor protein 1(LDLRAP1)	Homo sapiens
26121	pre-mRNA processing factor 31(PRPF31)	Homo sapiens
9741	lysosomal protein transmembrane 4 alpha(LAPTM4A)	Homo sapiens
116236	abhydrolase domain containing 15(ABHD15)	Homo sapiens
9743	Rho GTPase activating protein 32(ARHGAP32)	Homo sapiens
26127	FGFR1 oncogene partner 2(FGFR1OP2)	Homo sapiens
9744	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1(ACAP1)	Homo sapiens
132625	ZFP42 zinc finger protein(ZFP42)	Homo sapiens
9747	TRPM8 channel associated factor 1(TCAF1)	Homo sapiens
9750	family with sequence similarity 65 member B(FAM65B)	Homo sapiens
26135	SERPINE1 mRNA binding protein 1(SERBP1)	Homo sapiens
9753	zinc finger and SCAN domain containing 12(ZSCAN12)	Homo sapiens
26138	long intergenic non-protein coding RNA 588(LINC00588)	Homo sapiens
140831	zinc finger SWIM-type containing 3(ZSWIM3)	Homo sapiens
9759	histone deacetylase 4(HDAC4)	Homo sapiens
116254	glycoprotein integral membrane 1(GINM1)	Homo sapiens
26147	PHD finger protein 19(PHF19)	Homo sapiens
9766	sushi domain containing 6(SUSD6)	Homo sapiens
140836	barrier to autointegration factor 2(BANF2)	Homo sapiens
9767	jade family PHD finger 3(JADE3)	Homo sapiens
9768	KIAA0101(KIAA0101)	Homo sapiens
26152	zinc finger protein 337(ZNF337)	Homo sapiens
26153	kinesin family member 26A(KIF26A)	Homo sapiens
124460	sorting nexin 20(SNX20)	Homo sapiens
9775	eukaryotic translation initiation factor 4A3(EIF4A3)	Homo sapiens
91694	LON peptidase N-terminal domain and ring finger 1(LONRF1)	Homo sapiens
9779	TBC1 domain family member 5(TBC1D5)	Homo sapiens
26165	SPATA31 subfamily A member 7(SPATA31A7)	Homo sapiens
1589	cytochrome P450 family 21 subfamily A member 2(CYP21A2)	Homo sapiens
132660	lin-54 DREAM MuvB core complex component(LIN54)	Homo sapiens
9782	matrin 3(MATR3)	Homo sapiens
91703	aminoacylase 3(ACY3)	Homo sapiens
9783	regulating synaptic membrane exocytosis 3(RIMS3)	Homo sapiens
9784	sorting nexin 17(SNX17)	Homo sapiens
26168	SUMO1/sentrin/SMT3 specific peptidase 3(SENP3)	Homo sapiens
386617	potassium channel tetramerization domain containing 8(KCTD8)	Homo sapiens
116285	acyl-CoA synthetase medium-chain family member 1(ACSM1)	Homo sapiens
132671	spermatogenesis associated 18(SPATA18)	Homo sapiens
386618	potassium channel tetramerization domain containing 4(KCTD4)	Homo sapiens
9792	SERTA domain containing 2(SERTAD2)	Homo sapiens
1600	DAB1, reelin adaptor protein(DAB1)	Homo sapiens
1602	dachshund family transcription factor 1(DACH1)	Homo sapiens
140870	WAP four-disulfide core domain 6(WFDC6)	Homo sapiens
9798	IST1, ESCRT-III associated factor(IST1)	Homo sapiens
1609	diacylglycerol kinase theta(DGKQ)	Homo sapiens
9802	DAZ associated protein 2(DAZAP2)	Homo sapiens
9805	secernin 1(SCRN1)	Homo sapiens
140876	family with sequence similarity 65 member C(FAM65C)	Homo sapiens
9807	inositol hexakisphosphate kinase 1(IP6K1)	Homo sapiens
149069	doublecortin domain containing 2B(DCDC2B)	Homo sapiens
26191	protein tyrosine phosphatase, non-receptor type 22(PTPN22)	Homo sapiens
1615	aspartyl-tRNA synthetase(DARS)	Homo sapiens
1616	death domain associated protein(DAXX)	Homo sapiens
9810	ring finger protein 40(RNF40)	Homo sapiens
9811	cap binding complex dependent translation initiation factor(CTIF)	Homo sapiens
83541	family with sequence similarity 110 member A(FAM110A)	Homo sapiens
1621	dopamine beta-hydroxylase(DBH)	Homo sapiens
83543	allograft inflammatory factor 1 like(AIF1L)	Homo sapiens
9815	GIT ArfGAP 2(GIT2)	Homo sapiens
140885	signal regulatory protein alpha(SIRPA)	Homo sapiens
91734	isopentenyl-diphosphate delta isomerase 2(IDI2)	Homo sapiens
140890	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)	Homo sapiens
9817	kelch like ECH associated protein 1(KEAP1)	Homo sapiens
9818	nucleoporin 58(NUP58)	Homo sapiens
26205	glucocorticoid modulatory element binding protein 2(GMEB2)	Homo sapiens
26206	sperm associated antigen 8(SPAG8)	Homo sapiens
140893	RBBP8 N-terminal like(RBBP8NL)	Homo sapiens
26207	phosphatidylinositol transfer protein, cytoplasmic 1(PITPNC1)	Homo sapiens
91746	YTH domain containing 1(YTHDC1)	Homo sapiens
1635	dCMP deaminase(DCTD)	Homo sapiens
140902	R3H domain containing like(R3HDML)	Homo sapiens
9830	tripartite motif containing 14(TRIM14)	Homo sapiens
91750	lin-52 DREAM MuvB core complex component(LIN52)	Homo sapiens
9832	janus kinase and microtubule interacting protein 2(JAKMIP2)	Homo sapiens
116328	chromosome 8 open reading frame 34(C8orf34)	Homo sapiens
222826	family with sequence similarity 217 member A(FAM217A)	Homo sapiens
1641	doublecortin(DCX)	Homo sapiens
58986	transmembrane protein 8A(TMEM8A)	Homo sapiens
1645	aldo-keto reductase family 1 member C1(AKR1C1)	Homo sapiens
1647	growth arrest and DNA damage inducible alpha(GADD45A)	Homo sapiens
386677	keratin associated protein 10-1(KRTAP10-1)	Homo sapiens
26224	F-box and leucine rich repeat protein 3(FBXL3)	Homo sapiens
9841	zinc finger and BTB domain containing 24(ZBTB24)	Homo sapiens
386676	keratin associated protein 10-9(KRTAP10-9)	Homo sapiens
1649	DNA damage inducible transcript 3(DDIT3)	Homo sapiens
386678	keratin associated protein 10-11(KRTAP10-11)	Homo sapiens
50804	myelin expression factor 2(MYEF2)	Homo sapiens
26228	signal transducing adaptor family member 1(STAP1)	Homo sapiens
386672	keratin associated protein 10-4(KRTAP10-4)	Homo sapiens
149111	cornichon family AMPA receptor auxiliary protein 3(CNIH3)	Homo sapiens
50805	iroquois homeobox 4(IRX4)	Homo sapiens
9846	GRB2 associated binding protein 2(GAB2)	Homo sapiens
386675	keratin associated protein 10-7(KRTAP10-7)	Homo sapiens
9847	C2 calcium dependent domain containing 5(C2CD5)	Homo sapiens
386674	keratin associated protein 10-6(KRTAP10-6)	Homo sapiens
26231	leucine rich repeat containing 29(LRRC29)	Homo sapiens
50808	adenylate kinase 3(AK3)	Homo sapiens
26232	F-box protein 2(FBXO2)	Homo sapiens
1656	DEAD-box helicase 6(DDX6)	Homo sapiens
386684	keratin associated protein 12-4(KRTAP12-4)	Homo sapiens
26234	F-box and leucine rich repeat protein 5(FBXL5)	Homo sapiens
9851	KIAA0753(KIAA0753)	Homo sapiens
9852	EPM2A interacting protein 1(EPM2AIP1)	Homo sapiens
386681	keratin associated protein 10-8(KRTAP10-8)	Homo sapiens
116349	EXOC3 antisense RNA 1(EXOC3-AS1)	Homo sapiens
386680	keratin associated protein 10-5(KRTAP10-5)	Homo sapiens
124540	musashi RNA binding protein 2(MSI2)	Homo sapiens
386683	keratin associated protein 12-3(KRTAP12-3)	Homo sapiens
386682	keratin associated protein 10-3(KRTAP10-3)	Homo sapiens
26239	late cornified envelope 2B(LCE2B)	Homo sapiens
26240	family with sequence similarity 50 member B(FAM50B)	Homo sapiens
1665	DEAH-box helicase 15(DHX15)	Homo sapiens
9858	protein phosphatase 1 regulatory subunit 26(PPP1R26)	Homo sapiens
1667	defensin alpha 1(DEFA1)	Homo sapiens
1670	defensin alpha 5(DEFA5)	Homo sapiens
9863	membrane associated guanylate kinase, WW and PDZ domain containing 2(MAGI2)	Homo sapiens
1671	defensin alpha 6(DEFA6)	Homo sapiens
83593	Ras association domain family member 5(RASSF5)	Homo sapiens
26249	kelch like family member 3(KLHL3)	Homo sapiens
1674	desmin(DES)	Homo sapiens
1675	complement factor D(CFD)	Homo sapiens
255631	collagen type XXIV alpha 1 chain(COL24A1)	Homo sapiens
9869	SET domain bifurcated 1(SETDB1)	Homo sapiens
1678	translocase of inner mitochondrial membrane 8 homolog A (yeast)(TIMM8A)	Homo sapiens
9871	SEC24 homolog D, COPII coat complex component(SEC24D)	Homo sapiens
9873	FCH and double SH3 domains 2(FCHSD2)	Homo sapiens
140947	dendritic cell associated nuclear protein(DCANP1)	Homo sapiens
9874	tousled like kinase 1(TLK1)	Homo sapiens
26258	biogenesis of lysosomal organelles complex 1 subunit 6(BLOC1S6)	Homo sapiens
83605	CCM2 scaffolding protein(CCM2)	Homo sapiens
50836	taste 2 receptor member 8(TAS2R8)	Homo sapiens
9878	TOX high mobility group box family member 4(TOX4)	Homo sapiens
83606	guanylyl cyclase domain containing 1(GUCD1)	Homo sapiens
26263	F-box protein 22(FBXO22)	Homo sapiens
1687	DFNA5, deafness associated tumor suppressor(DFNA5)	Homo sapiens
9880	zinc finger and BTB domain containing 39(ZBTB39)	Homo sapiens
9883	POM121 transmembrane nucleoporin(POM121)	Homo sapiens
9885	oxysterol binding protein like 2(OSBPL2)	Homo sapiens
26270	F-box protein 6(FBXO6)	Homo sapiens
50848	F11 receptor(F11R)	Homo sapiens
26273	F-box protein 3(FBXO3)	Homo sapiens
26276	VPS33B, late endosome and lysosome associated(VPS33B)	Homo sapiens
50855	par-6 family cell polarity regulator alpha(PARD6A)	Homo sapiens
9896	FIG4 phosphoinositide 5-phosphatase(FIG4)	Homo sapiens
9898	ubiquitin associated protein 2 like(UBAP2L)	Homo sapiens
26284	Era like 12S mitochondrial rRNA chaperone 1(ERAL1)	Homo sapiens
222894	Fer3 like bHLH transcription factor(FERD3L)	Homo sapiens
50863	neurotrimin(NTM)	Homo sapiens
26287	ankyrin repeat domain 2(ANKRD2)	Homo sapiens
9907	adaptor related protein complex 5 zeta 1 subunit(AP5Z1)	Homo sapiens
26291	fibroblast growth factor 21(FGF21)	Homo sapiens
83637	zinc finger MIZ-type containing 2(ZMIZ2)	Homo sapiens
9908	G3BP stress granule assembly factor 2(G3BP2)	Homo sapiens
83639	testis expressed 101(TEX101)	Homo sapiens
132789	glucosamine-6-phosphate deaminase 2(GNPDA2)	Homo sapiens
83638	chromosome 11 open reading frame 68(C11orf68)	Homo sapiens
83640	family with sequence similarity 103 member A1(FAM103A1)	Homo sapiens
116412	zinc finger protein 837(ZNF837)	Homo sapiens
1725	deoxyhypusine synthase(DHPS)	Homo sapiens
1728	NAD(P)H quinone dehydrogenase 1(NQO1)	Homo sapiens
83648	family with sequence similarity 167 member A(FAM167A)	Homo sapiens
9922	IQ motif and Sec7 domain 1(IQSEC1)	Homo sapiens
83650	solute carrier family 35 member G5(SLC35G5)	Homo sapiens
1731	septin 1(SEPT1)	Homo sapiens
9925	zinc finger and BTB domain containing 5(ZBTB5)	Homo sapiens
1735	deiodinase, iodothyronine type III(DIO3)	Homo sapiens
9929	Josephin domain containing 1(JOSD1)	Homo sapiens
83659	tektin 1(TEKT1)	Homo sapiens
83658	dynein light chain roadblock-type 1(DYNLRB1)	Homo sapiens
1740	discs large MAGUK scaffold protein 2(DLG2)	Homo sapiens
1741	discs large MAGUK scaffold protein 3(DLG3)	Homo sapiens
9935	MAF bZIP transcription factor B(MAFB)	Homo sapiens
9939	RNA binding motif protein 8A(RBM8A)	Homo sapiens
1748	distal-less homeobox 4(DLX4)	Homo sapiens
9943	oxidative stress responsive 1(OXSR1)	Homo sapiens
1756	dystrophin(DMD)	Homo sapiens
9949	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1(AMMECR1)	Homo sapiens
26333	olfactory receptor family 7 subfamily A member 17(OR7A17)	Homo sapiens
91875	tetratricopeptide repeat domain 5(TTC5)	Homo sapiens
9958	ubiquitin specific peptidase 15(USP15)	Homo sapiens
9961	major vault protein(MVP)	Homo sapiens
9963	solute carrier family 23 member 1(SLC23A1)	Homo sapiens
116461	tRNA splicing endonuclease subunit 15(TSEN15)	Homo sapiens
83692	CD99 molecule like 2(CD99L2)	Homo sapiens
83695	RAD9-HUS1-RAD1 interacting nuclear orphan 1(RHNO1)	Homo sapiens
1776	deoxyribonuclease 1 like 3(DNASE1L3)	Homo sapiens
26353	heat shock protein family B (small) member 8(HSPB8)	Homo sapiens
83698	calneuron 1(CALN1)	Homo sapiens
9971	nuclear receptor subfamily 1 group H member 4(NR1H4)	Homo sapiens
91893	ferredoxin-fold anticodon binding domain containing 1(FDXACB1)	Homo sapiens
83700	junctional adhesion molecule 3(JAM3)	Homo sapiens
1781	dynein cytoplasmic 1 intermediate chain 2(DYNC1I2)	Homo sapiens
9975	nuclear receptor subfamily 1 group D member 2(NR1D2)	Homo sapiens
1785	dynamin 2(DNM2)	Homo sapiens
83707	tRNA phosphotransferase 1(TRPT1)	Homo sapiens
9978	ring-box 1(RBX1)	Homo sapiens
1788	DNA methyltransferase 3 alpha(DNMT3A)	Homo sapiens
50943	forkhead box P3(FOXP3)	Homo sapiens
1791	DNA nucleotidylexotransferase(DNTT)	Homo sapiens
9984	THO complex 1(THOC1)	Homo sapiens
50945	T-box 22(TBX22)	Homo sapiens
1794	dedicator of cytokinesis 2(DOCK2)	Homo sapiens
83714	nuclear receptor interacting protein 2(NRIP2)	Homo sapiens
83719	yippee like 3(YPEL3)	Homo sapiens
1802	DPH2 homolog(DPH2)	Homo sapiens
255758	Tctex1 domain containing 2(TCTEX1D2)	Homo sapiens
1807	dihydropyrimidinase(DPYS)	Homo sapiens
1808	dihydropyrimidinase like 2(DPYSL2)	Homo sapiens
116496	family with sequence similarity 129 member A(FAM129A)	Homo sapiens
1809	dihydropyrimidinase like 3(DPYSL3)	Homo sapiens
1810	down-regulator of transcription 1(DR1)	Homo sapiens
83733	solute carrier family 25 member 18(SLC25A18)	Homo sapiens
10005	acyl-CoA thioesterase 8(ACOT8)	Homo sapiens
10006	abl interactor 1(ABI1)	Homo sapiens
83734	autophagy related 10(ATG10)	Homo sapiens
1816	dopamine receptor D5(DRD5)	Homo sapiens
10009	zinc finger and BTB domain containing 33(ZBTB33)	Homo sapiens
1819	developmentally regulated GTP binding protein 2(DRG2)	Homo sapiens
83741	transcription factor AP-2 delta(TFAP2D)	Homo sapiens
1820	AT-rich interaction domain 3A(ARID3A)	Homo sapiens
1822	atrophin 1(ATN1)	Homo sapiens
10016	programmed cell death 6(PDCD6)	Homo sapiens
10017	BCL2 like 10(BCL2L10)	Homo sapiens
10018	BCL2 like 11(BCL2L11)	Homo sapiens
83746	L3MBTL2 polycomb repressive complex 1 subunit(L3MBTL2)	Homo sapiens
10019	SH2B adaptor protein 3(SH2B3)	Homo sapiens
10020	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase(GNE)	Homo sapiens
198437	LKAAEAR motif containing 1(LKAAEAR1)	Homo sapiens
1831	TSC22 domain family member 3(TSC22D3)	Homo sapiens
10024	trophinin associated protein(TROAP)	Homo sapiens
83752	lon peptidase 2, peroxisomal(LONP2)	Homo sapiens
83755	keratin associated protein 4-12(KRTAP4-12)	Homo sapiens
91949	component of oligomeric golgi complex 7(COG7)	Homo sapiens
83759	RNA binding motif protein 4B(RBM4B)	Homo sapiens
1838	dystrobrevin beta(DTNB)	Homo sapiens
10036	chromatin assembly factor 1 subunit A(CHAF1A)	Homo sapiens
1845	dual specificity phosphatase 3(DUSP3)	Homo sapiens
1846	dual specificity phosphatase 4(DUSP4)	Homo sapiens
10039	poly(ADP-ribose) polymerase family member 3(PARP3)	Homo sapiens
10040	target of myb1 like 1 membrane trafficking protein(TOM1L1)	Homo sapiens
51001	mitochondrial transcription termination factor 3(MTERF3)	Homo sapiens
100287171	WAS protein family homolog 1(WASH1)	Homo sapiens
